"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"2017"	"2017"	133	1427538	9.3
	"Hawaii"	"15"	"2018"	"2018"	161	1420491	11.3
	"Hawaii"	"15"	"2019"	"2019"	182	1415872	12.9
	"Hawaii"	"15"	"2020 "	"2020"	216	1407006	15.4
	"Idaho"	"16"	"2010"	"2010"	16	1567582	Unreliable
	"Idaho"	"16"	"2011"	"2011"	18	1584985	Unreliable
	"Idaho"	"16"	"2012"	"2012"	12	1595728	Unreliable
	"Idaho"	"16"	"2013"	"2013"	29	1612136	1.8
	"Idaho"	"16"	"2014"	"2014"	32	1634464	2.0
	"Idaho"	"16"	"2015"	"2015"	43	1654930	2.6
	"Idaho"	"16"	"2016"	"2016"	58	1683140	3.4
	"Idaho"	"16"	"2017"	"2017"	56	1716943	3.3
	"Idaho"	"16"	"2018"	"2018"	77	1754208	4.4
	"Idaho"	"16"	"2019"	"2019"	97	1787065	5.4
	"Idaho"	"16"	"2020 "	"2020"	115	1826913	6.3
	"Illinois"	"17"	"2010"	"2010"	14	12830632	Unreliable
	"Illinois"	"17"	"2011"	"2011"	15	12869257	Unreliable
	"Illinois"	"17"	"2012"	"2012"	28	12875255	0.2
	"Illinois"	"17"	"2013"	"2013"	31	12882135	0.2
	"Illinois"	"17"	"2014"	"2014"	59	12880580	0.5
	"Illinois"	"17"	"2015"	"2015"	72	12859995	0.6
	"Illinois"	"17"	"2016"	"2016"	139	12801539	1.1
	"Illinois"	"17"	"2017"	"2017"	204	12802023	1.6
	"Illinois"	"17"	"2018"	"2018"	296	12741080	2.3
	"Illinois"	"17"	"2019"	"2019"	303	12671821	2.4
	"Illinois"	"17"	"2020 "	"2020"	477	12587530	3.8
	"Indiana"	"18"	"2010"	"2010"	25	6483802	0.4
	"Indiana"	"18"	"2011"	"2011"	20	6516922	0.3
	"Indiana"	"18"	"2012"	"2012"	20	6537334	0.3
	"Indiana"	"18"	"2013"	"2013"	30	6570902	0.5
	"Indiana"	"18"	"2014"	"2014"	45	6596855	0.7
	"Indiana"	"18"	"2015"	"2015"	79	6619680	1.2
	"Indiana"	"18"	"2016"	"2016"	148	6633053	2.2
	"Indiana"	"18"	"2017"	"2017"	325	6666818	4.9
	"Indiana"	"18"	"2018"	"2018"	439	6691878	6.6
	"Indiana"	"18"	"2019"	"2019"	573	6732219	8.5
	"Indiana"	"18"	"2020 "	"2020"	785	6754953	11.6
	"Iowa"	"19"	"2010"	"2010"	34	3046355	1.1
	"Iowa"	"19"	"2011"	"2011"	18	3062309	Unreliable
	"Iowa"	"19"	"2012"	"2012"	39	3074186	1.3
	"Iowa"	"19"	"2013"	"2013"	58	3090416	1.9
	"Iowa"	"19"	"2014"	"2014"	47	3107126	1.5
	"Iowa"	"19"	"2015"	"2015"	89	3123899	2.8
	"Iowa"	"19"	"2016"	"2016"	112	3134693	3.6
	"Iowa"	"19"	"2017"	"2017"	133	3145711	4.2
	"Iowa"	"19"	"2018"	"2018"	133	3156145	4.2
	"Iowa"	"19"	"2019"	"2019"	206	3155070	6.5
	"Iowa"	"19"	"2020 "	"2020"	212	3163561	6.7
	"Kansas"	"20"	"2010"	"2010"	21	2853118	0.7
	"Kansas"	"20"	"2011"	"2011"	24	2871238	0.8
	"Kansas"	"20"	"2012"	"2012"	38	2885905	1.3
	"Kansas"	"20"	"2013"	"2013"	44	2893957	1.5
	"Kansas"	"20"	"2014"	"2014"	46	2904021	1.6
	"Kansas"	"20"	"2015"	"2015"	85	2911641	2.9
	"Kansas"	"20"	"2016"	"2016"	107	2907289	3.7
	"Kansas"	"20"	"2017"	"2017"	106	2913123	3.6
	"Kansas"	"20"	"2018"	"2018"	111	2911505	3.8
	"Kansas"	"20"	"2019"	"2019"	196	2913314	6.7
	"Kansas"	"20"	"2020 "	"2020"	237	2913805	8.1
	"Kentucky"	"21"	"2010"	"2010"	19	4339367	Unreliable
	"Kentucky"	"21"	"2011"	"2011"	34	4369356	0.8
	"Kentucky"	"21"	"2012"	"2012"	29	4380415	0.7
	"Kentucky"	"21"	"2013"	"2013"	46	4395295	1.0
	"Kentucky"	"21"	"2014"	"2014"	70	4413457	1.6
	"Kentucky"	"21"	"2015"	"2015"	103	4425092	2.3
	"Kentucky"	"21"	"2016"	"2016"	210	4436974	4.7
	"Kentucky"	"21"	"2017"	"2017"	352	4454189	7.9
	"Kentucky"	"21"	"2018"	"2018"	408	4468402	9.1
	"Kentucky"	"21"	"2019"	"2019"	494	4467673	11.1
	"Kentucky"	"21"	"2020 "	"2020"	802	4477251	17.9
	"Louisiana"	"22"	"2010"	"2010"	13	4533372	Unreliable
	"Louisiana"	"22"	"2011"	"2011"	Suppressed	4574836	Suppressed
	"Louisiana"	"22"	"2012"	"2012"	11	4601893	Unreliable
	"Louisiana"	"22"	"2013"	"2013"	38	4625470	0.8
	"Louisiana"	"22"	"2014"	"2014"	45	4649676	1.0
	"Louisiana"	"22"	"2015"	"2015"	58	4670724	1.2
	"Louisiana"	"22"	"2016"	"2016"	100	4681666	2.1
	"Louisiana"	"22"	"2017"	"2017"	122	4684333	2.6
	"Louisiana"	"22"	"2018"	"2018"	171	4659978	3.7
	"Louisiana"	"22"	"2019"	"2019"	251	4648794	5.4
	"Louisiana"	"22"	"2020 "	"2020"	429	4645318	9.2
	"Maine"	"23"	"2010"	"2010"	Suppressed	1328361	Suppressed
	"Maine"	"23"	"2011"	"2011"	Suppressed	1328188	Suppressed
	"Maine"	"23"	"2012"	"2012"	13	1329192	Unreliable
	"Maine"	"23"	"2013"	"2013"	12	1328302	Unreliable
	"Maine"	"23"	"2014"	"2014"	16	1330089	Unreliable
	"Maine"	"23"	"2015"	"2015"	21	1329328	1.6
	"Maine"	"23"	"2016"	"2016"	31	1331479	2.3
	"Maine"	"23"	"2017"	"2017"	46	1335907	3.4
	"Maine"	"23"	"2018"	"2018"	42	1338404	3.1
	"Maine"	"23"	"2019"	"2019"	67	1344212	5.0
	"Maine"	"23"	"2020 "	"2020"	121	1350141	9.0
	"Maryland"	"24"	"2010"	"2010"	Suppressed	5773552	Suppressed
	"Maryland"	"24"	"2011"	"2011"	Suppressed	5828289	Suppressed
	"Maryland"	"24"	"2012"	"2012"	10	5884563	Unreliable
	"Maryland"	"24"	"2013"	"2013"	16	5928814	Unreliable
	"Maryland"	"24"	"2014"	"2014"	17	5976407	Unreliable
	"Maryland"	"24"	"2015"	"2015"	27	6006401	0.4
	"Maryland"	"24"	"2016"	"2016"	47	6016447	0.8
	"Maryland"	"24"	"2017"	"2017"	67	6052177	1.1
	"Maryland"	"24"	"2018"	"2018"	68	6042718	1.1
	"Maryland"	"24"	"2019"	"2019"	83	6045680	1.4
	"Maryland"	"24"	"2020 "	"2020"	143	6055802	2.4
	"Massachusetts"	"25"	"2010"	"2010"	Suppressed	6547629	Suppressed
	"Massachusetts"	"25"	"2011"	"2011"	22	6587536	0.3
	"Massachusetts"	"25"	"2012"	"2012"	22	6646144	0.3
	"Massachusetts"	"25"	"2013"	"2013"	31	6692824	0.5
	"Massachusetts"	"25"	"2014"	"2014"	45	6745408	0.7
	"Massachusetts"	"25"	"2015"	"2015"	45	6794422	0.7
	"Massachusetts"	"25"	"2016"	"2016"	48	6811779	0.7
	"Massachusetts"	"25"	"2017"	"2017"	70	6859819	1.0
	"Massachusetts"	"25"	"2018"	"2018"	78	6902149	1.1
	"Massachusetts"	"25"	"2019"	"2019"	107	6892503	1.6
	"Massachusetts"	"25"	"2020 "	"2020"	180	6893574	2.6
	"Michigan"	"26"	"2010"	"2010"	16	9883640	Unreliable
	"Michigan"	"26"	"2011"	"2011"	25	9876187	0.3
	"Michigan"	"26"	"2012"	"2012"	19	9883360	Unreliable
	"Michigan"	"26"	"2013"	"2013"	30	9895622	0.3
	"Michigan"	"26"	"2014"	"2014"	57	9909877	0.6
	"Michigan"	"26"	"2015"	"2015"	60	9922576	0.6
	"Michigan"	"26"	"2016"	"2016"	94	9928300	0.9
	"Michigan"	"26"	"2017"	"2017"	156	9962311	1.6
	"Michigan"	"26"	"2018"	"2018"	188	9995915	1.9
	"Michigan"	"26"	"2019"	"2019"	242	9986857	2.4
	"Michigan"	"26"	"2020 "	"2020"	421	9966555	4.2
	"Minnesota"	"27"	"2010"	"2010"	24	5303925	0.5
	"Minnesota"	"27"	"2011"	"2011"	35	5344861	0.7
	"Minnesota"	"27"	"2012"	"2012"	56	5379139	1.0
	"Minnesota"	"27"	"2013"	"2013"	46	5420380	0.8
	"Minnesota"	"27"	"2014"	"2014"	79	5457173	1.4
	"Minnesota"	"27"	"2015"	"2015"	94	5489594	1.7
	"Minnesota"	"27"	"2016"	"2016"	159	5519952	2.9
	"Minnesota"	"27"	"2017"	"2017"	176	5576606	3.2
	"Minnesota"	"27"	"2018"	"2018"	192	5611179	3.4
	"Minnesota"	"27"	"2019"	"2019"	264	5639632	4.7
	"Minnesota"	"27"	"2020 "	"2020"	364	5657342	6.4
	"Mississippi"	"28"	"2010"	"2010"	Suppressed	2967297	Suppressed
	"Mississippi"	"28"	"2011"	"2011"	Suppressed	2978512	Suppressed
	"Mississippi"	"28"	"2012"	"2012"	Suppressed	2984926	Suppressed
	"Mississippi"	"28"	"2013"	"2013"	17	2991207	Unreliable
	"Mississippi"	"28"	"2014"	"2014"	23	2994079	0.8
	"Mississippi"	"28"	"2015"	"2015"	54	2992333	1.8
	"Mississippi"	"28"	"2016"	"2016"	62	2988726	2.1
	"Mississippi"	"28"	"2017"	"2017"	74	2984100	2.5
	"Mississippi"	"28"	"2018"	"2018"	101	2986530	3.4
	"Mississippi"	"28"	"2019"	"2019"	134	2976149	4.5
	"Mississippi"	"28"	"2020 "	"2020"	236	2966786	8.0
	"Missouri"	"29"	"2010"	"2010"	51	5988927	0.9
	"Missouri"	"29"	"2011"	"2011"	55	6010688	0.9
	"Missouri"	"29"	"2012"	"2012"	68	6021988	1.1
	"Missouri"	"29"	"2013"	"2013"	95	6044171	1.6
	"Missouri"	"29"	"2014"	"2014"	120	6063589	2.0
	"Missouri"	"29"	"2015"	"2015"	164	6083672	2.7
	"Missouri"	"29"	"2016"	"2016"	236	6093000	3.9
	"Missouri"	"29"	"2017"	"2017"	327	6113532	5.3
	"Missouri"	"29"	"2018"	"2018"	454	6126452	7.4
	"Missouri"	"29"	"2019"	"2019"	547	6137428	8.9
	"Missouri"	"29"	"2020 "	"2020"	712	6151548	11.6
	"Montana"	"30"	"2010"	"2010"	Suppressed	989415	Suppressed
	"Montana"	"30"	"2011"	"2011"	Suppressed	998199	Suppressed
	"Montana"	"30"	"2012"	"2012"	Suppressed	1005141	Suppressed
	"Montana"	"30"	"2013"	"2013"	16	1015165	Unreliable
	"Montana"	"30"	"2014"	"2014"	Suppressed	1023579	Suppressed
	"Montana"	"30"	"2015"	"2015"	38	1032949	3.7
	"Montana"	"30"	"2016"	"2016"	26	1042520	2.5
	"Montana"	"30"	"2017"	"2017"	27	1050493	2.6
	"Montana"	"30"	"2018"	"2018"	33	1062305	3.1
	"Montana"	"30"	"2019"	"2019"	70	1068778	6.5
	"Montana"	"30"	"2020 "	"2020"	75	1080577	6.9
	"Nebraska"	"31"	"2010"	"2010"	Suppressed	1826341	Suppressed
	"Nebraska"	"31"	"2011"	"2011"	16	1842641	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	18	1855525	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	14	1868516	Unreliable
	"Nebraska"	"31"	"2014"	"2014"	22	1881503	1.2
	"Nebraska"	"31"	"2015"	"2015"	35	1896190	1.8
	"Nebraska"	"31"	"2016"	"2016"	22	1907116	1.2
	"Nebraska"	"31"	"2017"	"2017"	48	1920076	2.5
	"Nebraska"	"31"	"2018"	"2018"	36	1929268	1.9
	"Nebraska"	"31"	"2019"	"2019"	55	1934408	2.8
	"Nebraska"	"31"	"2020 "	"2020"	77	1937552	4.0
	"Nevada"	"32"	"2010"	"2010"	119	2700551	4.4
	"Nevada"	"32"	"2011"	"2011"	141	2723322	5.2
	"Nevada"	"32"	"2012"	"2012"	125	2758931	4.5
	"Nevada"	"32"	"2013"	"2013"	175	2790136	6.3
	"Nevada"	"32"	"2014"	"2014"	173	2839099	6.1
	"Nevada"	"32"	"2015"	"2015"	236	2890845	8.2
	"Nevada"	"32"	"2016"	"2016"	281	2940058	9.6
	"Nevada"	"32"	"2017"	"2017"	318	2998039	10.6
	"Nevada"	"32"	"2018"	"2018"	373	3034392	12.3
	"Nevada"	"32"	"2019"	"2019"	374	3080156	12.1
	"Nevada"	"32"	"2020 "	"2020"	457	3138259	14.6
	"New Hampshire"	"33"	"2010"	"2010"	Suppressed	1316470	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	Suppressed	1318194	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	Suppressed	1320718	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	Suppressed	1323459	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	Suppressed	1326813	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	Suppressed	1330608	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	14	1334795	Unreliable
	"New Hampshire"	"33"	"2017"	"2017"	30	1342795	2.2
	"New Hampshire"	"33"	"2018"	"2018"	36	1356458	2.7
	"New Hampshire"	"33"	"2019"	"2019"	65	1359711	4.8
	"New Hampshire"	"33"	"2020 "	"2020"	73	1366275	5.3
	"New Jersey"	"34"	"2010"	"2010"	Suppressed	8791894	Suppressed
	"New Jersey"	"34"	"2011"	"2011"	10	8821155	Unreliable
	"New Jersey"	"34"	"2012"	"2012"	17	8864590	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	26	8899339	0.3
	"New Jersey"	"34"	"2014"	"2014"	18	8938175	Unreliable
	"New Jersey"	"34"	"2015"	"2015"	24	8958013	0.3
	"New Jersey"	"34"	"2016"	"2016"	54	8944469	0.6
	"New Jersey"	"34"	"2017"	"2017"	79	9005644	0.9
	"New Jersey"	"34"	"2018"	"2018"	151	8908520	1.7
	"New Jersey"	"34"	"2019"	"2019"	225	8882190	2.5
	"New Jersey"	"34"	"2020 "	"2020"	273	8882371	3.1
	"New Mexico"	"35"	"2010"	"2010"	30	2059179	1.5
	"New Mexico"	"35"	"2011"	"2011"	37	2082224	1.8
	"New Mexico"	"35"	"2012"	"2012"	78	2085538	3.7
	"New Mexico"	"35"	"2013"	"2013"	98	2085287	4.7
	"New Mexico"	"35"	"2014"	"2014"	140	2085572	6.7
	"New Mexico"	"35"	"2015"	"2015"	134	2085109	6.4
	"New Mexico"	"35"	"2016"	"2016"	160	2081015	7.7
	"New Mexico"	"35"	"2017"	"2017"	179	2088070	8.6
	"New Mexico"	"35"	"2018"	"2018"	252	2095428	12.0
	"New Mexico"	"35"	"2019"	"2019"	310	2096829	14.8
	"New Mexico"	"35"	"2020 "	"2020"	382	2106319	18.1
	"New York"	"36"	"2010"	"2010"	35	19378102	0.2
	"New York"	"36"	"2011"	"2011"	50	19465197	0.3
	"New York"	"36"	"2012"	"2012"	55	19570261	0.3
	"New York"	"36"	"2013"	"2013"	55	19651127	0.3
	"New York"	"36"	"2014"	"2014"	92	19746227	0.5
	"New York"	"36"	"2015"	"2015"	85	19795791	0.4
	"New York"	"36"	"2016"	"2016"	156	19745289	0.8
	"New York"	"36"	"2017"	"2017"	193	19849399	1.0
	"New York"	"36"	"2018"	"2018"	193	19542209	1.0
	"New York"	"36"	"2019"	"2019"	261	19453561	1.3
	"New York"	"36"	"2020 "	"2020"	458	19336776	2.4
	"North Carolina"	"37"	"2010"	"2010"	14	9535483	Unreliable
	"North Carolina"	"37"	"2011"	"2011"	20	9656401	0.2
	"North Carolina"	"37"	"2012"	"2012"	28	9752073	0.3
	"North Carolina"	"37"	"2013"	"2013"	36	9848060	0.4
	"North Carolina"	"37"	"2014"	"2014"	35	9943964	0.4
	"North Carolina"	"37"	"2015"	"2015"	70	10042802	0.7
	"North Carolina"	"37"	"2016"	"2016"	118	10146788	1.2
	"North Carolina"	"37"	"2017"	"2017"	185	10273419	1.8
	"North Carolina"	"37"	"2018"	"2018"	280	10383620	2.7
	"North Carolina"	"37"	"2019"	"2019"	358	10488084	3.4
	"North Carolina"	"37"	"2020 "	"2020"	615	10600823	5.8
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	Suppressed	739482	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	16	756927	Unreliable
	"North Dakota"	"38"	"2016"	"2016"	17	757952	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	28	755393	3.7
	"North Dakota"	"38"	"2018"	"2018"	24	760077	3.2
	"North Dakota"	"38"	"2019"	"2019"	31	762062	4.1
	"North Dakota"	"38"	"2020 "	"2020"	37	765309	4.8
	"Ohio"	"39"	"2010"	"2010"	23	11536504	0.2
	"Ohio"	"39"	"2011"	"2011"	37	11544951	0.3
	"Ohio"	"39"	"2012"	"2012"	37	11544225	0.3
	"Ohio"	"39"	"2013"	"2013"	62	11570808	0.5
	"Ohio"	"39"	"2014"	"2014"	78	11594163	0.7
	"Ohio"	"39"	"2015"	"2015"	116	11613423	1.0
	"Ohio"	"39"	"2016"	"2016"	261	11614373	2.2
	"Ohio"	"39"	"2017"	"2017"	580	11658609	5.0
	"Ohio"	"39"	"2018"	"2018"	634	11689442	5.4
	"Ohio"	"39"	"2019"	"2019"	897	11689100	7.7
	"Ohio"	"39"	"2020 "	"2020"	1166	11693217	10.0
	"Oklahoma"	"40"	"2010"	"2010"	103	3751351	2.7
	"Oklahoma"	"40"	"2011"	"2011"	93	3791508	2.5
	"Oklahoma"	"40"	"2012"	"2012"	127	3814820	3.3
	"Oklahoma"	"40"	"2013"	"2013"	163	3850568	4.2
	"Oklahoma"	"40"	"2014"	"2014"	182	3878051	4.7
	"Oklahoma"	"40"	"2015"	"2015"	265	3911338	6.8
	"Oklahoma"	"40"	"2016"	"2016"	323	3923561	8.2
	"Oklahoma"	"40"	"2017"	"2017"	341	3930864	8.7
	"Oklahoma"	"40"	"2018"	"2018"	398	3943079	10.1
	"Oklahoma"	"40"	"2019"	"2019"	406	3956971	10.3
	"Oklahoma"	"40"	"2020 "	"2020"	506	3980783	12.7
	"Oregon"	"41"	"2010"	"2010"	41	3831074	1.1
	"Oregon"	"41"	"2011"	"2011"	70	3871859	1.8
	"Oregon"	"41"	"2012"	"2012"	68	3899353	1.7
	"Oregon"	"41"	"2013"	"2013"	90	3930065	2.3
	"Oregon"	"41"	"2014"	"2014"	133	3970239	3.3
	"Oregon"	"41"	"2015"	"2015"	144	4028977	3.6
	"Oregon"	"41"	"2016"	"2016"	166	4093465	4.1
	"Oregon"	"41"	"2017"	"2017"	178	4142776	4.3
	"Oregon"	"41"	"2018"	"2018"	241	4190713	5.8
	"Oregon"	"41"	"2019"	"2019"	305	4217737	7.2
	"Oregon"	"41"	"2020 "	"2020"	397	4241507	9.4
	"Pennsylvania"	"42"	"2010"	"2010"	22	12702379	0.2
