"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"2011"	"2011"	80	5116796	1.6
	"Colorado"	"08"	"2012"	"2012"	53	5187582	1.0
	"Colorado"	"08"	"2013"	"2013"	70	5268367	1.3
	"Colorado"	"08"	"2014"	"2014"	85	5355866	1.6
	"Colorado"	"08"	"2015"	"2015"	65	5456574	1.2
	"Colorado"	"08"	"2016"	"2016"	75	5540545	1.4
	"Colorado"	"08"	"2017"	"2017"	117	5607154	2.1
	"Colorado"	"08"	"2018"	"2018"	140	5695564	2.5
	"Colorado"	"08"	"2019"	"2019"	261	5758736	4.5
	"Colorado"	"08"	"2020 "	"2020"	603	5807719	10.4
	"Connecticut"	"09"	"2010"	"2010"	22	3574097	0.6
	"Connecticut"	"09"	"2011"	"2011"	16	3580709	Unreliable
	"Connecticut"	"09"	"2012"	"2012"	15	3590347	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	53	3596080	1.5
	"Connecticut"	"09"	"2014"	"2014"	94	3596677	2.6
	"Connecticut"	"09"	"2015"	"2015"	211	3590886	5.9
	"Connecticut"	"09"	"2016"	"2016"	503	3576452	14.1
	"Connecticut"	"09"	"2017"	"2017"	690	3588184	19.2
	"Connecticut"	"09"	"2018"	"2018"	771	3572665	21.6
	"Connecticut"	"09"	"2019"	"2019"	959	3565287	26.9
	"Connecticut"	"09"	"2020 "	"2020"	1150	3557006	32.3
	"Delaware"	"10"	"2010"	"2010"	17	897934	Unreliable
	"Delaware"	"10"	"2011"	"2011"	14	907135	Unreliable
	"Delaware"	"10"	"2012"	"2012"	18	917092	Unreliable
	"Delaware"	"10"	"2013"	"2013"	23	925749	2.5
	"Delaware"	"10"	"2014"	"2014"	29	935614	3.1
	"Delaware"	"10"	"2015"	"2015"	40	945934	4.2
	"Delaware"	"10"	"2016"	"2016"	80	952065	8.4
	"Delaware"	"10"	"2017"	"2017"	181	961939	18.8
	"Delaware"	"10"	"2018"	"2018"	297	967171	30.7
	"Delaware"	"10"	"2019"	"2019"	343	973764	35.2
	"Delaware"	"10"	"2020 "	"2020"	364	986809	36.9
	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	601723	Suppressed
	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	617996	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	632323	Suppressed
	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	646449	Suppressed
	"District of Columbia"	"11"	"2014"	"2014"	13	658893	Unreliable
	"District of Columbia"	"11"	"2015"	"2015"	27	672228	4.0
	"District of Columbia"	"11"	"2016"	"2016"	130	681170	19.1
	"District of Columbia"	"11"	"2017"	"2017"	184	693972	26.5
	"District of Columbia"	"11"	"2018"	"2018"	162	702455	23.1
	"District of Columbia"	"11"	"2019"	"2019"	219	705749	31.0
	"District of Columbia"	"11"	"2020 "	"2020"	318	712816	44.6
	"Florida"	"12"	"2010"	"2010"	154	18801310	0.8
	"Florida"	"12"	"2011"	"2011"	145	19057542	0.8
	"Florida"	"12"	"2012"	"2012"	176	19317568	0.9
	"Florida"	"12"	"2013"	"2013"	203	19552860	1.0
	"Florida"	"12"	"2014"	"2014"	353	19893297	1.8
	"Florida"	"12"	"2015"	"2015"	620	20271272	3.1
	"Florida"	"12"	"2016"	"2016"	1585	20612439	7.7
	"Florida"	"12"	"2017"	"2017"	2144	20984400	10.2
	"Florida"	"12"	"2018"	"2018"	2119	21299325	9.9
	"Florida"	"12"	"2019"	"2019"	2856	21477737	13.3
	"Florida"	"12"	"2020 "	"2020"	4783	21733312	22.0
	"Georgia"	"13"	"2010"	"2010"	105	9687653	1.1
	"Georgia"	"13"	"2011"	"2011"	88	9815210	0.9
	"Georgia"	"13"	"2012"	"2012"	65	9919945	0.7
	"Georgia"	"13"	"2013"	"2013"	82	9992167	0.8
	"Georgia"	"13"	"2014"	"2014"	176	10097343	1.7
	"Georgia"	"13"	"2015"	"2015"	289	10214860	2.8
	"Georgia"	"13"	"2016"	"2016"	285	10310371	2.8
	"Georgia"	"13"	"2017"	"2017"	429	10429379	4.1
	"Georgia"	"13"	"2018"	"2018"	358	10519475	3.4
	"Georgia"	"13"	"2019"	"2019"	426	10617423	4.0
	"Georgia"	"13"	"2020 "	"2020"	914	10710017	8.5
	"Hawaii"	"15"	"2010"	"2010"	Suppressed	1360301	Suppressed
	"Hawaii"	"15"	"2011"	"2011"	Suppressed	1374810	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	Suppressed	1392313	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	Suppressed	1404054	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	Suppressed	1419561	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	13	1431603	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	11	1428557	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	Suppressed	1427538	Suppressed
	"Hawaii"	"15"	"2018"	"2018"	14	1420491	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	20	1415872	1.4
	"Hawaii"	"15"	"2020 "	"2020"	37	1407006	2.6
	"Idaho"	"16"	"2010"	"2010"	14	1567582	Unreliable
	"Idaho"	"16"	"2011"	"2011"	Suppressed	1584985	Suppressed
	"Idaho"	"16"	"2012"	"2012"	11	1595728	Unreliable
	"Idaho"	"16"	"2013"	"2013"	15	1612136	Unreliable
	"Idaho"	"16"	"2014"	"2014"	13	1634464	Unreliable
	"Idaho"	"16"	"2015"	"2015"	16	1654930	Unreliable
	"Idaho"	"16"	"2016"	"2016"	21	1683140	1.2
	"Idaho"	"16"	"2017"	"2017"	24	1716943	1.4
	"Idaho"	"16"	"2018"	"2018"	28	1754208	1.6
	"Idaho"	"16"	"2019"	"2019"	33	1787065	1.8
	"Idaho"	"16"	"2020 "	"2020"	59	1826913	3.2
	"Illinois"	"17"	"2010"	"2010"	120	12830632	0.9
	"Illinois"	"17"	"2011"	"2011"	88	12869257	0.7
	"Illinois"	"17"	"2012"	"2012"	87	12875255	0.7
	"Illinois"	"17"	"2013"	"2013"	92	12882135	0.7
	"Illinois"	"17"	"2014"	"2014"	132	12880580	1.0
	"Illinois"	"17"	"2015"	"2015"	296	12859995	2.3
	"Illinois"	"17"	"2016"	"2016"	932	12801539	7.3
	"Illinois"	"17"	"2017"	"2017"	1271	12802023	9.9
	"Illinois"	"17"	"2018"	"2018"	1591	12741080	12.5
	"Illinois"	"17"	"2019"	"2019"	1739	12671821	13.7
	"Illinois"	"17"	"2020 "	"2020"	2512	12587530	20.0
	"Indiana"	"18"	"2010"	"2010"	50	6483802	0.8
	"Indiana"	"18"	"2011"	"2011"	42	6516922	0.6
	"Indiana"	"18"	"2012"	"2012"	45	6537334	0.7
	"Indiana"	"18"	"2013"	"2013"	37	6570902	0.6
	"Indiana"	"18"	"2014"	"2014"	90	6596855	1.4
	"Indiana"	"18"	"2015"	"2015"	125	6619680	1.9
	"Indiana"	"18"	"2016"	"2016"	316	6633053	4.8
	"Indiana"	"18"	"2017"	"2017"	667	6666818	10.0
	"Indiana"	"18"	"2018"	"2018"	728	6691878	10.9
	"Indiana"	"18"	"2019"	"2019"	924	6732219	13.7
	"Indiana"	"18"	"2020 "	"2020"	1707	6754953	25.3
	"Iowa"	"19"	"2010"	"2010"	46	3046355	1.5
	"Iowa"	"19"	"2011"	"2011"	32	3062309	1.0
	"Iowa"	"19"	"2012"	"2012"	38	3074186	1.2
	"Iowa"	"19"	"2013"	"2013"	36	3090416	1.2
	"Iowa"	"19"	"2014"	"2014"	32	3107126	1.0
	"Iowa"	"19"	"2015"	"2015"	48	3123899	1.5
	"Iowa"	"19"	"2016"	"2016"	62	3134693	2.0
	"Iowa"	"19"	"2017"	"2017"	95	3145711	3.0
	"Iowa"	"19"	"2018"	"2018"	83	3156145	2.6
	"Iowa"	"19"	"2019"	"2019"	104	3155070	3.3
	"Iowa"	"19"	"2020 "	"2020"	178	3163561	5.6
	"Kansas"	"20"	"2010"	"2010"	19	2853118	Unreliable
	"Kansas"	"20"	"2011"	"2011"	25	2871238	0.9
	"Kansas"	"20"	"2012"	"2012"	45	2885905	1.6
	"Kansas"	"20"	"2013"	"2013"	39	2893957	1.3
	"Kansas"	"20"	"2014"	"2014"	44	2904021	1.5
	"Kansas"	"20"	"2015"	"2015"	39	2911641	1.3
	"Kansas"	"20"	"2016"	"2016"	31	2907289	1.1
	"Kansas"	"20"	"2017"	"2017"	34	2913123	1.2
	"Kansas"	"20"	"2018"	"2018"	52	2911505	1.8
	"Kansas"	"20"	"2019"	"2019"	75	2913314	2.6
	"Kansas"	"20"	"2020 "	"2020"	169	2913805	5.8
	"Kentucky"	"21"	"2010"	"2010"	53	4339367	1.2
	"Kentucky"	"21"	"2011"	"2011"	81	4369356	1.9
	"Kentucky"	"21"	"2012"	"2012"	73	4380415	1.7
	"Kentucky"	"21"	"2013"	"2013"	79	4395295	1.8
	"Kentucky"	"21"	"2014"	"2014"	187	4413457	4.2
	"Kentucky"	"21"	"2015"	"2015"	332	4425092	7.5
	"Kentucky"	"21"	"2016"	"2016"	471	4436974	10.6
	"Kentucky"	"21"	"2017"	"2017"	796	4454189	17.9
	"Kentucky"	"21"	"2018"	"2018"	753	4468402	16.9
	"Kentucky"	"21"	"2019"	"2019"	837	4467673	18.7
	"Kentucky"	"21"	"2020 "	"2020"	1531	4477251	34.2
	"Louisiana"	"22"	"2010"	"2010"	22	4533372	0.5
	"Louisiana"	"22"	"2011"	"2011"	20	4574836	0.4
	"Louisiana"	"22"	"2012"	"2012"	20	4601893	0.4
	"Louisiana"	"22"	"2013"	"2013"	26	4625470	0.6
	"Louisiana"	"22"	"2014"	"2014"	31	4649676	0.7
	"Louisiana"	"22"	"2015"	"2015"	40	4670724	0.9
	"Louisiana"	"22"	"2016"	"2016"	91	4681666	1.9
	"Louisiana"	"22"	"2017"	"2017"	162	4684333	3.5
	"Louisiana"	"22"	"2018"	"2018"	220	4659978	4.7
	"Louisiana"	"22"	"2019"	"2019"	331	4648794	7.1
	"Louisiana"	"22"	"2020 "	"2020"	719	4645318	15.5
	"Maine"	"23"	"2010"	"2010"	22	1328361	1.7
	"Maine"	"23"	"2011"	"2011"	19	1328188	Unreliable
	"Maine"	"23"	"2012"	"2012"	17	1329192	Unreliable
	"Maine"	"23"	"2013"	"2013"	26	1328302	2.0
	"Maine"	"23"	"2014"	"2014"	63	1330089	4.7
	"Maine"	"23"	"2015"	"2015"	120	1329328	9.0
	"Maine"	"23"	"2016"	"2016"	201	1331479	15.1
	"Maine"	"23"	"2017"	"2017"	282	1335907	21.1
	"Maine"	"23"	"2018"	"2018"	234	1338404	17.5
	"Maine"	"23"	"2019"	"2019"	285	1344212	21.2
	"Maine"	"23"	"2020 "	"2020"	369	1350141	27.3
	"Maryland"	"24"	"2010"	"2010"	51	5773552	0.9
	"Maryland"	"24"	"2011"	"2011"	59	5828289	1.0
	"Maryland"	"24"	"2012"	"2012"	55	5884563	0.9
	"Maryland"	"24"	"2013"	"2013"	95	5928814	1.6
	"Maryland"	"24"	"2014"	"2014"	230	5976407	3.8
	"Maryland"	"24"	"2015"	"2015"	360	6006401	6.0
	"Maryland"	"24"	"2016"	"2016"	1100	6016447	18.3
	"Maryland"	"24"	"2017"	"2017"	1561	6052177	25.8
	"Maryland"	"24"	"2018"	"2018"	1845	6042718	30.5
	"Maryland"	"24"	"2019"	"2019"	1940	6045680	32.1
	"Maryland"	"24"	"2020 "	"2020"	2352	6055802	38.8
	"Massachusetts"	"25"	"2010"	"2010"	69	6547629	1.1
	"Massachusetts"	"25"	"2011"	"2011"	64	6587536	1.0
	"Massachusetts"	"25"	"2012"	"2012"	72	6646144	1.1
	"Massachusetts"	"25"	"2013"	"2013"	102	6692824	1.5
	"Massachusetts"	"25"	"2014"	"2014"	455	6745408	6.7
	"Massachusetts"	"25"	"2015"	"2015"	958	6794422	14.1
	"Massachusetts"	"25"	"2016"	"2016"	1563	6811779	22.9
	"Massachusetts"	"25"	"2017"	"2017"	1662	6859819	24.2
	"Massachusetts"	"25"	"2018"	"2018"	1818	6902149	26.3
	"Massachusetts"	"25"	"2019"	"2019"	1878	6892503	27.2
	"Massachusetts"	"25"	"2020 "	"2020"	1970	6893574	28.6
	"Michigan"	"26"	"2010"	"2010"	89	9883640	0.9
	"Michigan"	"26"	"2011"	"2011"	90	9876187	0.9
	"Michigan"	"26"	"2012"	"2012"	73	9883360	0.7
	"Michigan"	"26"	"2013"	"2013"	89	9895622	0.9
	"Michigan"	"26"	"2014"	"2014"	181	9909877	1.8
	"Michigan"	"26"	"2015"	"2015"	462	9922576	4.7
	"Michigan"	"26"	"2016"	"2016"	933	9928300	9.4
	"Michigan"	"26"	"2017"	"2017"	1385	9962311	13.9
	"Michigan"	"26"	"2018"	"2018"	1546	9995915	15.5
	"Michigan"	"26"	"2019"	"2019"	1466	9986857	14.7
	"Michigan"	"26"	"2020 "	"2020"	1946	9966555	19.5
	"Minnesota"	"27"	"2010"	"2010"	37	5303925	0.7
	"Minnesota"	"27"	"2011"	"2011"	32	5344861	0.6
	"Minnesota"	"27"	"2012"	"2012"	42	5379139	0.8
	"Minnesota"	"27"	"2013"	"2013"	34	5420380	0.6
	"Minnesota"	"27"	"2014"	"2014"	46	5457173	0.8
	"Minnesota"	"27"	"2015"	"2015"	55	5489594	1.0
	"Minnesota"	"27"	"2016"	"2016"	99	5519952	1.8
	"Minnesota"	"27"	"2017"	"2017"	188	5576606	3.4
	"Minnesota"	"27"	"2018"	"2018"	205	5611179	3.7
	"Minnesota"	"27"	"2019"	"2019"	312	5639632	5.5
	"Minnesota"	"27"	"2020 "	"2020"	575	5657342	10.2
	"Mississippi"	"28"	"2010"	"2010"	27	2967297	0.9
	"Mississippi"	"28"	"2011"	"2011"	20	2978512	0.7
	"Mississippi"	"28"	"2012"	"2012"	20	2984926	0.7
	"Mississippi"	"28"	"2013"	"2013"	25	2991207	0.8
	"Mississippi"	"28"	"2014"	"2014"	24	2994079	0.8
	"Mississippi"	"28"	"2015"	"2015"	36	2992333	1.2
	"Mississippi"	"28"	"2016"	"2016"	45	2988726	1.5
	"Mississippi"	"28"	"2017"	"2017"	82	2984100	2.7
	"Mississippi"	"28"	"2018"	"2018"	72	2986530	2.4
	"Mississippi"	"28"	"2019"	"2019"	142	2976149	4.8
	"Mississippi"	"28"	"2020 "	"2020"	316	2966786	10.7
	"Missouri"	"29"	"2010"	"2010"	94	5988927	1.6
	"Missouri"	"29"	"2011"	"2011"	69	6010688	1.1
	"Missouri"	"29"	"2012"	"2012"	58	6021988	1.0
	"Missouri"	"29"	"2013"	"2013"	100	6044171	1.7
	"Missouri"	"29"	"2014"	"2014"	117	6063589	1.9
	"Missouri"	"29"	"2015"	"2015"	192	6083672	3.2
	"Missouri"	"29"	"2016"	"2016"	447	6093000	7.3
	"Missouri"	"29"	"2017"	"2017"	628	6113532	10.3
	"Missouri"	"29"	"2018"	"2018"	898	6126452	14.7
	"Missouri"	"29"	"2019"	"2019"	913	6137428	14.9
	"Missouri"	"29"	"2020 "	"2020"	1241	6151548	20.2
	"Montana"	"30"	"2010"	"2010"	10	989415	Unreliable
	"Montana"	"30"	"2011"	"2011"	14	998199	Unreliable
	"Montana"	"30"	"2012"	"2012"	13	1005141	Unreliable
	"Montana"	"30"	"2013"	"2013"	Suppressed	1015165	Suppressed
	"Montana"	"30"	"2014"	"2014"	14	1023579	Unreliable
	"Montana"	"30"	"2015"	"2015"	Suppressed	1032949	Suppressed
	"Montana"	"30"	"2016"	"2016"	15	1042520	Unreliable
	"Montana"	"30"	"2017"	"2017"	Suppressed	1050493	Suppressed
	"Montana"	"30"	"2018"	"2018"	11	1062305	Unreliable
	"Montana"	"30"	"2019"	"2019"	18	1068778	Unreliable
	"Montana"	"30"	"2020 "	"2020"	31	1080577	2.9
	"Nebraska"	"31"	"2010"	"2010"	21	1826341	1.1
	"Nebraska"	"31"	"2011"	"2011"	Suppressed	1842641	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	11	1855525	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	Suppressed	1868516	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	13	1881503	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	13	1896190	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	14	1907116	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	25	1920076	1.3
	"Nebraska"	"31"	"2018"	"2018"	27	1929268	1.4
	"Nebraska"	"31"	"2019"	"2019"	27	1934408	1.4
	"Nebraska"	"31"	"2020 "	"2020"	74	1937552	3.8
	"Nevada"	"32"	"2010"	"2010"	46	2700551	1.7
	"Nevada"	"32"	"2011"	"2011"	50	2723322	1.8
	"Nevada"	"32"	"2012"	"2012"	30	2758931	1.1
	"Nevada"	"32"	"2013"	"2013"	29	2790136	1.0
	"Nevada"	"32"	"2014"	"2014"	32	2839099	1.1
	"Nevada"	"32"	"2015"	"2015"	33	2890845	1.1
	"Nevada"	"32"	"2016"	"2016"	60	2940058	2.0
	"Nevada"	"32"	"2017"	"2017"	71	2998039	2.4
	"Nevada"	"32"	"2018"	"2018"	89	3034392	2.9
	"Nevada"	"32"	"2019"	"2019"	119	3080156	3.9
	"Nevada"	"32"	"2020 "	"2020"	294	3138259	9.4
	"New Hampshire"	"33"	"2010"	"2010"	22	1316470	1.7
	"New Hampshire"	"33"	"2011"	"2011"	29	1318194	2.2
	"New Hampshire"	"33"	"2012"	"2012"	24	1320718	1.8
	"New Hampshire"	"33"	"2013"	"2013"	30	1323459	2.3
	"New Hampshire"	"33"	"2014"	"2014"	152	1326813	11.5
	"New Hampshire"	"33"	"2015"	"2015"	287	1330608	21.6
	"New Hampshire"	"33"	"2016"	"2016"	369	1334795	27.6
	"New Hampshire"	"33"	"2017"	"2017"	377	1342795	28.1
	"New Hampshire"	"33"	"2018"	"2018"	393	1356458	29.0
	"New Hampshire"	"33"	"2019"	"2019"	351	1359711	25.8
	"New Hampshire"	"33"	"2020 "	"2020"	323	1366275	23.6
	"New Jersey"	"34"	"2010"	"2010"	36	8791894	0.4
	"New Jersey"	"34"	"2011"	"2011"	34	8821155	0.4
	"New Jersey"	"34"	"2012"	"2012"	39	8864590	0.4
	"New Jersey"	"34"	"2013"	"2013"	60	8899339	0.7
	"New Jersey"	"34"	"2014"	"2014"	115	8938175	1.3
	"New Jersey"	"34"	"2015"	"2015"	247	8958013	2.8
	"New Jersey"	"34"	"2016"	"2016"	703	8944469	7.9
	"New Jersey"	"34"	"2017"	"2017"	1387	9005644	15.4
	"New Jersey"	"34"	"2018"	"2018"	2242	8908520	25.2
	"New Jersey"	"34"	"2019"	"2019"	2242	8882190	25.2
	"New Jersey"	"34"	"2020 "	"2020"	2355	8882371	26.5
	"New Mexico"	"35"	"2010"	"2010"	22	2059179	1.1
	"New Mexico"	"35"	"2011"	"2011"	21	2082224	1.0
	"New Mexico"	"35"	"2012"	"2012"	37	2085538	1.8
	"New Mexico"	"35"	"2013"	"2013"	26	2085287	1.2
	"New Mexico"	"35"	"2014"	"2014"	68	2085572	3.3
	"New Mexico"	"35"	"2015"	"2015"	49	2085109	2.3
	"New Mexico"	"35"	"2016"	"2016"	78	2081015	3.7
	"New Mexico"	"35"	"2017"	"2017"	76	2088070	3.6
	"New Mexico"	"35"	"2018"	"2018"	108	2095428	5.2
	"New Mexico"	"35"	"2019"	"2019"	153	2096829	7.3
	"New Mexico"	"35"	"2020 "	"2020"	330	2106319	15.7
	"New York"	"36"	"2010"	"2010"	183	19378102	0.9
	"New York"	"36"	"2011"	"2011"	159	19465197	0.8
	"New York"	"36"	"2012"	"2012"	168	19570261	0.9
	"New York"	"36"	"2013"	"2013"	217	19651127	1.1
	"New York"	"36"	"2014"	"2014"	298	19746227	1.5
	"New York"	"36"	"2015"	"2015"	675	19795791	3.4
	"New York"	"36"	"2016"	"2016"	1665	19745289	8.4
	"New York"	"36"	"2017"	"2017"	2261	19849399	11.4
	"New York"	"36"	"2018"	"2018"	2227	19542209	11.4
	"New York"	"36"	"2019"	"2019"	2378	19453561	12.2
	"New York"	"36"	"2020 "	"2020"	3768	19336776	19.5
	"North Carolina"	"37"	"2010"	"2010"	171	9535483	1.8
	"North Carolina"	"37"	"2011"	"2011"	155	9656401	1.6
	"North Carolina"	"37"	"2012"	"2012"	141	9752073	1.4
	"North Carolina"	"37"	"2013"	"2013"	116	9848060	1.2
	"North Carolina"	"37"	"2014"	"2014"	219	9943964	2.2
	"North Carolina"	"37"	"2015"	"2015"	304	10042802	3.0
	"North Carolina"	"37"	"2016"	"2016"	605	10146788	6.0
	"North Carolina"	"37"	"2017"	"2017"	1291	10273419	12.6
	"North Carolina"	"37"	"2018"	"2018"	1283	10383620	12.4
	"North Carolina"	"37"	"2019"	"2019"	1373	10488084	13.1
	"North Carolina"	"37"	"2020 "	"2020"	2298	10600823	21.7
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	11	739482	Unreliable
	"North Dakota"	"38"	"2015"	"2015"	Suppressed	756927	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	15	757952	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	12	755393	Unreliable
	"North Dakota"	"38"	"2018"	"2018"	Suppressed	760077	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	10	762062	Unreliable
	"North Dakota"	"38"	"2020 "	"2020"	32	765309	4.2
	"Ohio"	"39"	"2010"	"2010"	187	11536504	1.6
	"Ohio"	"39"	"2011"	"2011"	167	11544951	1.4
	"Ohio"	"39"	"2012"	"2012"	143	11544225	1.2
	"Ohio"	"39"	"2013"	"2013"	178	11570808	1.5
	"Ohio"	"39"	"2014"	"2014"	605	11594163	5.2
	"Ohio"	"39"	"2015"	"2015"	1255	11613423	10.8
	"Ohio"	"39"	"2016"	"2016"	2328	11614373	20.0
	"Ohio"	"39"	"2017"	"2017"	3572	11658609	30.6
	"Ohio"	"39"	"2018"	"2018"	2830	11689442	24.2
	"Ohio"	"39"	"2019"	"2019"	3176	11689100	27.2
	"Ohio"	"39"	"2020 "	"2020"	4190	11693217	35.8
	"Oklahoma"	"40"	"2010"	"2010"	111	3751351	3.0
	"Oklahoma"	"40"	"2011"	"2011"	85	3791508	2.2
	"Oklahoma"	"40"	"2012"	"2012"	107	3814820	2.8
	"Oklahoma"	"40"	"2013"	"2013"	91	3850568	2.4
	"Oklahoma"	"40"	"2014"	"2014"	74	3878051	1.9
	"Oklahoma"	"40"	"2015"	"2015"	98	3911338	2.5
	"Oklahoma"	"40"	"2016"	"2016"	98	3923561	2.5
	"Oklahoma"	"40"	"2017"	"2017"	104	3930864	2.6
	"Oklahoma"	"40"	"2018"	"2018"	80	3943079	2.0
	"Oklahoma"	"40"	"2019"	"2019"	81	3956971	2.0
	"Oklahoma"	"40"	"2020 "	"2020"	150	3980783	3.8
	"Oregon"	"41"	"2010"	"2010"	29	3831074	0.8
	"Oregon"	"41"	"2011"	"2011"	30	3871859	0.8
	"Oregon"	"41"	"2012"	"2012"	31	3899353	0.8
	"Oregon"	"41"	"2013"	"2013"	27	3930065	0.7
	"Oregon"	"41"	"2014"	"2014"	37	3970239	0.9
	"Oregon"	"41"	"2015"	"2015"	34	4028977	0.8
	"Oregon"	"41"	"2016"	"2016"	45	4093465	1.1
	"Oregon"	"41"	"2017"	"2017"	88	4142776	2.1
	"Oregon"	"41"	"2018"	"2018"	99	4190713	2.4
	"Oregon"	"41"	"2019"	"2019"	96	4217737	2.3
	"Oregon"	"41"	"2020 "	"2020"	245	4241507	5.8
	"Pennsylvania"	"42"	"2010"	"2010"	99	12702379	0.8
	"Pennsylvania"	"42"	"2011"	"2011"	112	12742886	0.9
	"Pennsylvania"	"42"	"2012"	"2012"	100	12763536	0.8
	"Pennsylvania"	"42"	"2013"	"2013"	108	12773801	0.8
