"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Oct., 2019"	"2019/10"	83	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2019"	"2019/11"	63	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2019"	"2019/12"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2020 "	"2020/01"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020 "	"2020/02"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020 "	"2020/03"	104	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020 "	"2020/04"	103	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020 "	"2020/05"	128	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020 "	"2020/06"	106	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020 "	"2020/07"	87	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020 "	"2020/08"	93	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020 "	"2020/09"	81	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020 "	"2020/10"	70	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020 "	"2020/11"	84	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020 "	"2020/12"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2015"	"2015/01"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2015"	"2015/03"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2015"	"2015/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2015"	"2015/06"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2015"	"2015/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2015"	"2015/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2016"	"2016/01"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2016"	"2016/02"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2016"	"2016/03"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2016"	"2016/04"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2016"	"2016/08"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2016"	"2016/11"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2016"	"2016/12"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2017"	"2017/01"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2017"	"2017/02"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2017"	"2017/03"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2017"	"2017/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2017"	"2017/05"	21	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2017"	"2017/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2017"	"2017/07"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2017"	"2017/08"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2017"	"2017/09"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2017"	"2017/10"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2018"	"2018/05"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2018"	"2018/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2018"	"2018/10"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2018"	"2018/11"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2019"	"2019/01"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2019"	"2019/02"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2019"	"2019/03"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2019"	"2019/05"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2019"	"2019/06"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2019"	"2019/07"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2019"	"2019/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2019"	"2019/09"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2019"	"2019/10"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2019"	"2019/11"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2019"	"2019/12"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2020 "	"2020/01"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020 "	"2020/02"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2020 "	"2020/03"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2020 "	"2020/04"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2020 "	"2020/05"	23	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2020 "	"2020/06"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2020 "	"2020/07"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2020 "	"2020/08"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2020 "	"2020/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2020 "	"2020/10"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2020 "	"2020/11"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2020 "	"2020/12"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2015"	"2015/01"	89	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2015"	"2015/02"	97	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2015"	"2015/03"	121	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2015"	"2015/04"	109	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2015"	"2015/05"	124	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2015"	"2015/06"	128	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2015"	"2015/07"	114	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2015"	"2015/08"	152	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2015"	"2015/09"	117	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2015"	"2015/10"	119	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2015"	"2015/11"	123	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2015"	"2015/12"	98	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2016"	"2016/01"	115	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2016"	"2016/02"	111	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2016"	"2016/03"	129	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2016"	"2016/04"	140	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2016"	"2016/05"	130	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2016"	"2016/06"	155	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2016"	"2016/07"	176	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2016"	"2016/08"	137	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2016"	"2016/09"	105	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2016"	"2016/10"	130	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2016"	"2016/11"	113	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2016"	"2016/12"	86	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2017"	"2017/01"	139	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2017"	"2017/02"	104	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2017"	"2017/03"	137	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2017"	"2017/04"	132	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2017"	"2017/05"	150	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2017"	"2017/06"	170	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2017"	"2017/07"	175	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2017"	"2017/08"	172	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2017"	"2017/09"	132	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2017"	"2017/10"	135	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2017"	"2017/11"	127	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2017"	"2017/12"	127	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2018"	"2018/01"	158	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2018"	"2018/02"	116	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2018"	"2018/03"	162	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2018"	"2018/04"	136	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2018"	"2018/05"	162	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2018"	"2018/06"	168	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2018"	"2018/07"	203	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2018"	"2018/08"	185	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2018"	"2018/09"	124	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2018"	"2018/10"	141	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2018"	"2018/11"	159	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2018"	"2018/12"	154	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2019"	"2019/01"	145	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2019"	"2019/02"	140	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2019"	"2019/03"	172	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2019"	"2019/04"	150	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2019"	"2019/05"	165	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2019"	"2019/06"	147	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2019"	"2019/07"	239	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2019"	"2019/08"	196	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2019"	"2019/09"	200	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2019"	"2019/10"	199	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2019"	"2019/11"	173	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2019"	"2019/12"	185	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2020 "	"2020/01"	202	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2020 "	"2020/02"	167	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2020 "	"2020/03"	214	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2020 "	"2020/04"	197	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2020 "	"2020/05"	239	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2020 "	"2020/06"	293	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2020 "	"2020/07"	347	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2020 "	"2020/08"	319	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2020 "	"2020/09"	218	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2020 "	"2020/10"	209	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2020 "	"2020/11"	208	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2020 "	"2020/12"	189	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2015"	"2015/01"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2015"	"2015/02"	29	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2015"	"2015/03"	54	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2015"	"2015/04"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2015"	"2015/05"	44	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2015"	"2015/06"	42	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2015"	"2015/07"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2015"	"2015/08"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2015"	"2015/09"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2015"	"2015/10"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2015"	"2015/11"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2015"	"2015/12"	27	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2016"	"2016/01"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2016"	"2016/02"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2016"	"2016/03"	39	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2016"	"2016/04"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2016"	"2016/05"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2016"	"2016/06"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2016"	"2016/07"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2016"	"2016/08"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2016"	"2016/09"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2016"	"2016/10"	26	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2016"	"2016/11"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2016"	"2016/12"	34	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2017"	"2017/01"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2017"	"2017/02"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2017"	"2017/03"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2017"	"2017/04"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2017"	"2017/05"	42	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2017"	"2017/06"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2017"	"2017/07"	42	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2017"	"2017/08"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2017"	"2017/09"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2017"	"2017/10"	27	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2017"	"2017/11"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2017"	"2017/12"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2018"	"2018/01"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2018"	"2018/02"	28	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2018"	"2018/03"	49	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2018"	"2018/04"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2018"	"2018/05"	61	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2018"	"2018/06"	52	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2018"	"2018/07"	51	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2018"	"2018/08"	54	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2018"	"2018/09"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2018"	"2018/10"	34	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2018"	"2018/11"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2018"	"2018/12"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2019"	"2019/01"	50	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2019"	"2019/02"	37	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2019"	"2019/03"	36	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2019"	"2019/04"	37	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2019"	"2019/05"	38	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2019"	"2019/06"	32	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2019"	"2019/07"	40	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2019"	"2019/08"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2019"	"2019/09"	37	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2019"	"2019/10"	39	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2019"	"2019/11"	39	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2019"	"2019/12"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2020 "	"2020/01"	58	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2020 "	"2020/02"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2020 "	"2020/03"	50	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2020 "	"2020/04"	52	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2020 "	"2020/05"	53	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2020 "	"2020/06"	53	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2020 "	"2020/07"	60	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2020 "	"2020/08"	47	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2020 "	"2020/09"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2020 "	"2020/10"	48	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2020 "	"2020/11"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2020 "	"2020/12"	45	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2015"	"2015/01"	487	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2015"	"2015/02"	434	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2015"	"2015/03"	465	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2015"	"2015/04"	452	Not Applicable	Not Applicable
	"California"	"06"	"May, 2015"	"2015/05"	447	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2015"	"2015/06"	422	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2015"	"2015/07"	490	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2015"	"2015/08"	468	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2015"	"2015/09"	483	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2015"	"2015/10"	437	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2015"	"2015/11"	391	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2015"	"2015/12"	399	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2016"	"2016/01"	466	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2016"	"2016/02"	451	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2016"	"2016/03"	473	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2016"	"2016/04"	480	Not Applicable	Not Applicable
	"California"	"06"	"May, 2016"	"2016/05"	450	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2016"	"2016/06"	466	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2016"	"2016/07"	485	Not Applicable	Not Applicable
