"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"2012"	"2012"	117	6537334	1.8
	"Indiana"	"18"	"2013"	"2013"	164	6570902	2.5
	"Indiana"	"18"	"2014"	"2014"	174	6596855	2.6
	"Indiana"	"18"	"2015"	"2015"	242	6619680	3.7
	"Indiana"	"18"	"2016"	"2016"	303	6633053	4.6
	"Indiana"	"18"	"2017"	"2017"	331	6666818	5.0
	"Indiana"	"18"	"2018"	"2018"	316	6691878	4.7
	"Indiana"	"18"	"2019"	"2019"	312	6732219	4.6
	"Indiana"	"18"	"2020 "	"2020"	218	6754953	3.2
	"Iowa"	"19"	"2010"	"2010"	Suppressed	3046355	Suppressed
	"Iowa"	"19"	"2011"	"2011"	14	3062309	Unreliable
	"Iowa"	"19"	"2012"	"2012"	14	3074186	Unreliable
	"Iowa"	"19"	"2013"	"2013"	32	3090416	1.0
	"Iowa"	"19"	"2014"	"2014"	37	3107126	1.2
	"Iowa"	"19"	"2015"	"2015"	46	3123899	1.5
	"Iowa"	"19"	"2016"	"2016"	48	3134693	1.5
	"Iowa"	"19"	"2017"	"2017"	62	3145711	2.0
	"Iowa"	"19"	"2018"	"2018"	37	3156145	1.2
	"Iowa"	"19"	"2019"	"2019"	45	3155070	1.4
	"Iowa"	"19"	"2020 "	"2020"	55	3163561	1.7
	"Kansas"	"20"	"2010"	"2010"	Suppressed	2853118	Suppressed
	"Kansas"	"20"	"2011"	"2011"	Suppressed	2871238	Suppressed
	"Kansas"	"20"	"2012"	"2012"	16	2885905	Unreliable
	"Kansas"	"20"	"2013"	"2013"	13	2893957	Unreliable
	"Kansas"	"20"	"2014"	"2014"	19	2904021	Unreliable
	"Kansas"	"20"	"2015"	"2015"	21	2911641	0.7
	"Kansas"	"20"	"2016"	"2016"	32	2907289	1.1
	"Kansas"	"20"	"2017"	"2017"	25	2913123	0.9
	"Kansas"	"20"	"2018"	"2018"	33	2911505	1.1
	"Kansas"	"20"	"2019"	"2019"	44	2913314	1.5
	"Kansas"	"20"	"2020 "	"2020"	38	2913805	1.3
	"Kentucky"	"21"	"2010"	"2010"	37	4339367	0.9
	"Kentucky"	"21"	"2011"	"2011"	55	4369356	1.3
	"Kentucky"	"21"	"2012"	"2012"	147	4380415	3.4
	"Kentucky"	"21"	"2013"	"2013"	216	4395295	4.9
	"Kentucky"	"21"	"2014"	"2014"	231	4413457	5.2
	"Kentucky"	"21"	"2015"	"2015"	311	4425092	7.0
	"Kentucky"	"21"	"2016"	"2016"	314	4436974	7.1
	"Kentucky"	"21"	"2017"	"2017"	273	4454189	6.1
	"Kentucky"	"21"	"2018"	"2018"	140	4468402	3.1
	"Kentucky"	"21"	"2019"	"2019"	153	4467673	3.4
	"Kentucky"	"21"	"2020 "	"2020"	121	4477251	2.7
	"Louisiana"	"22"	"2010"	"2010"	15	4533372	Unreliable
	"Louisiana"	"22"	"2011"	"2011"	17	4574836	Unreliable
	"Louisiana"	"22"	"2012"	"2012"	52	4601893	1.1
	"Louisiana"	"22"	"2013"	"2013"	121	4625470	2.6
	"Louisiana"	"22"	"2014"	"2014"	109	4649676	2.3
	"Louisiana"	"22"	"2015"	"2015"	127	4670724	2.7
	"Louisiana"	"22"	"2016"	"2016"	150	4681666	3.2
	"Louisiana"	"22"	"2017"	"2017"	169	4684333	3.6
	"Louisiana"	"22"	"2018"	"2018"	173	4659978	3.7
	"Louisiana"	"22"	"2019"	"2019"	224	4648794	4.8
	"Louisiana"	"22"	"2020 "	"2020"	268	4645318	5.8
	"Maine"	"23"	"2010"	"2010"	Suppressed	1328361	Suppressed
	"Maine"	"23"	"2011"	"2011"	Suppressed	1328188	Suppressed
	"Maine"	"23"	"2012"	"2012"	12	1329192	Unreliable
	"Maine"	"23"	"2013"	"2013"	17	1328302	Unreliable
	"Maine"	"23"	"2014"	"2014"	39	1330089	2.9
	"Maine"	"23"	"2015"	"2015"	53	1329328	4.0
	"Maine"	"23"	"2016"	"2016"	55	1331479	4.1
	"Maine"	"23"	"2017"	"2017"	77	1335907	5.8
	"Maine"	"23"	"2018"	"2018"	71	1338404	5.3
	"Maine"	"23"	"2019"	"2019"	58	1344212	4.3
	"Maine"	"23"	"2020 "	"2020"	52	1350141	3.9
	"Maryland"	"24"	"2010"	"2010"	95	5773552	1.6
	"Maryland"	"24"	"2011"	"2011"	104	5828289	1.8
	"Maryland"	"24"	"2012"	"2012"	174	5884563	3.0
	"Maryland"	"24"	"2013"	"2013"	219	5928814	3.7
	"Maryland"	"24"	"2014"	"2014"	316	5976407	5.3
	"Maryland"	"24"	"2015"	"2015"	406	6006401	6.8
	"Maryland"	"24"	"2016"	"2016"	653	6016447	10.9
	"Maryland"	"24"	"2017"	"2017"	529	6052177	8.7
	"Maryland"	"24"	"2018"	"2018"	358	6042718	5.9
	"Maryland"	"24"	"2019"	"2019"	210	6045680	3.5
	"Maryland"	"24"	"2020 "	"2020"	128	6055802	2.1
	"Massachusetts"	"25"	"2010"	"2010"	73	6547629	1.1
	"Massachusetts"	"25"	"2011"	"2011"	145	6587536	2.2
	"Massachusetts"	"25"	"2012"	"2012"	246	6646144	3.7
	"Massachusetts"	"25"	"2013"	"2013"	289	6692824	4.3
	"Massachusetts"	"25"	"2014"	"2014"	472	6745408	7.0
	"Massachusetts"	"25"	"2015"	"2015"	639	6794422	9.4
	"Massachusetts"	"25"	"2016"	"2016"	636	6811779	9.3
	"Massachusetts"	"25"	"2017"	"2017"	471	6859819	6.9
	"Massachusetts"	"25"	"2018"	"2018"	477	6902149	6.9
	"Massachusetts"	"25"	"2019"	"2019"	377	6892503	5.5
	"Massachusetts"	"25"	"2020 "	"2020"	225	6893574	3.3
	"Michigan"	"26"	"2010"	"2010"	217	9883640	2.2
	"Michigan"	"26"	"2011"	"2011"	271	9876187	2.7
	"Michigan"	"26"	"2012"	"2012"	264	9883360	2.7
	"Michigan"	"26"	"2013"	"2013"	424	9895622	4.3
	"Michigan"	"26"	"2014"	"2014"	529	9909877	5.3
	"Michigan"	"26"	"2015"	"2015"	654	9922576	6.6
	"Michigan"	"26"	"2016"	"2016"	729	9928300	7.3
	"Michigan"	"26"	"2017"	"2017"	786	9962311	7.9
	"Michigan"	"26"	"2018"	"2018"	638	9995915	6.4
	"Michigan"	"26"	"2019"	"2019"	478	9986857	4.8
	"Michigan"	"26"	"2020 "	"2020"	457	9966555	4.6
	"Minnesota"	"27"	"2010"	"2010"	16	5303925	Unreliable
	"Minnesota"	"27"	"2011"	"2011"	44	5344861	0.8
	"Minnesota"	"27"	"2012"	"2012"	46	5379139	0.9
	"Minnesota"	"27"	"2013"	"2013"	94	5420380	1.7
	"Minnesota"	"27"	"2014"	"2014"	102	5457173	1.9
	"Minnesota"	"27"	"2015"	"2015"	116	5489594	2.1
	"Minnesota"	"27"	"2016"	"2016"	151	5519952	2.7
	"Minnesota"	"27"	"2017"	"2017"	111	5576606	2.0
	"Minnesota"	"27"	"2018"	"2018"	94	5611179	1.7
	"Minnesota"	"27"	"2019"	"2019"	107	5639632	1.9
	"Minnesota"	"27"	"2020 "	"2020"	125	5657342	2.2
	"Mississippi"	"28"	"2010"	"2010"	Suppressed	2967297	Suppressed
	"Mississippi"	"28"	"2011"	"2011"	Suppressed	2978512	Suppressed
	"Mississippi"	"28"	"2012"	"2012"	Suppressed	2984926	Suppressed
	"Mississippi"	"28"	"2013"	"2013"	11	2991207	Unreliable
	"Mississippi"	"28"	"2014"	"2014"	23	2994079	0.8
	"Mississippi"	"28"	"2015"	"2015"	40	2992333	1.3
	"Mississippi"	"28"	"2016"	"2016"	34	2988726	1.1
	"Mississippi"	"28"	"2017"	"2017"	34	2984100	1.1
	"Mississippi"	"28"	"2018"	"2018"	39	2986530	1.3
	"Mississippi"	"28"	"2019"	"2019"	78	2976149	2.6
	"Mississippi"	"28"	"2020 "	"2020"	71	2966786	2.4
	"Missouri"	"29"	"2010"	"2010"	185	5988927	3.1
	"Missouri"	"29"	"2011"	"2011"	251	6010688	4.2
	"Missouri"	"29"	"2012"	"2012"	216	6021988	3.6
	"Missouri"	"29"	"2013"	"2013"	264	6044171	4.4
	"Missouri"	"29"	"2014"	"2014"	344	6063589	5.7
	"Missouri"	"29"	"2015"	"2015"	310	6083672	5.1
	"Missouri"	"29"	"2016"	"2016"	387	6093000	6.4
	"Missouri"	"29"	"2017"	"2017"	304	6113532	5.0
	"Missouri"	"29"	"2018"	"2018"	364	6126452	5.9
	"Missouri"	"29"	"2019"	"2019"	231	6137428	3.8
	"Missouri"	"29"	"2020 "	"2020"	148	6151548	2.4
	"Montana"	"30"	"2010"	"2010"	Suppressed	989415	Suppressed
	"Montana"	"30"	"2011"	"2011"	Suppressed	998199	Suppressed
	"Montana"	"30"	"2012"	"2012"	Suppressed	1005141	Suppressed
	"Montana"	"30"	"2013"	"2013"	Suppressed	1015165	Suppressed
	"Montana"	"30"	"2014"	"2014"	Suppressed	1023579	Suppressed
	"Montana"	"30"	"2015"	"2015"	Suppressed	1032949	Suppressed
	"Montana"	"30"	"2016"	"2016"	Suppressed	1042520	Suppressed
	"Montana"	"30"	"2017"	"2017"	Suppressed	1050493	Suppressed
	"Montana"	"30"	"2018"	"2018"	22	1062305	2.1
	"Montana"	"30"	"2019"	"2019"	27	1068778	2.5
	"Montana"	"30"	"2020 "	"2020"	31	1080577	2.9
	"Nebraska"	"31"	"2010"	"2010"	Suppressed	1826341	Suppressed
	"Nebraska"	"31"	"2011"	"2011"	Suppressed	1842641	Suppressed
	"Nebraska"	"31"	"2012"	"2012"	Suppressed	1855525	Suppressed
	"Nebraska"	"31"	"2013"	"2013"	Suppressed	1868516	Suppressed
	"Nebraska"	"31"	"2014"	"2014"	Suppressed	1881503	Suppressed
	"Nebraska"	"31"	"2015"	"2015"	Suppressed	1896190	Suppressed
	"Nebraska"	"31"	"2016"	"2016"	Suppressed	1907116	Suppressed
	"Nebraska"	"31"	"2017"	"2017"	Suppressed	1920076	Suppressed
	"Nebraska"	"31"	"2018"	"2018"	10	1929268	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	15	1934408	Unreliable
	"Nebraska"	"31"	"2020 "	"2020"	20	1937552	1.0
	"Nevada"	"32"	"2010"	"2010"	19	2700551	Unreliable
	"Nevada"	"32"	"2011"	"2011"	41	2723322	1.5
	"Nevada"	"32"	"2012"	"2012"	45	2758931	1.6
	"Nevada"	"32"	"2013"	"2013"	49	2790136	1.8
	"Nevada"	"32"	"2014"	"2014"	65	2839099	2.3
	"Nevada"	"32"	"2015"	"2015"	87	2890845	3.0
	"Nevada"	"32"	"2016"	"2016"	93	2940058	3.2
	"Nevada"	"32"	"2017"	"2017"	98	2998039	3.3
	"Nevada"	"32"	"2018"	"2018"	110	3034392	3.6
	"Nevada"	"32"	"2019"	"2019"	129	3080156	4.2
	"Nevada"	"32"	"2020 "	"2020"	137	3138259	4.4
	"New Hampshire"	"33"	"2010"	"2010"	13	1316470	Unreliable
	"New Hampshire"	"33"	"2011"	"2011"	43	1318194	3.3
	"New Hampshire"	"33"	"2012"	"2012"	39	1320718	3.0
	"New Hampshire"	"33"	"2013"	"2013"	69	1323459	5.2
	"New Hampshire"	"33"	"2014"	"2014"	100	1326813	7.5
	"New Hampshire"	"33"	"2015"	"2015"	82	1330608	6.2
	"New Hampshire"	"33"	"2016"	"2016"	35	1334795	2.6
	"New Hampshire"	"33"	"2017"	"2017"	28	1342795	2.1
	"New Hampshire"	"33"	"2018"	"2018"	12	1356458	Unreliable
	"New Hampshire"	"33"	"2019"	"2019"	Suppressed	1359711	Suppressed
	"New Hampshire"	"33"	"2020 "	"2020"	Suppressed	1366275	Suppressed
	"New Jersey"	"34"	"2010"	"2010"	98	8791894	1.1
	"New Jersey"	"34"	"2011"	"2011"	135	8821155	1.5
	"New Jersey"	"34"	"2012"	"2012"	307	8864590	3.5
	"New Jersey"	"34"	"2013"	"2013"	395	8899339	4.4
	"New Jersey"	"34"	"2014"	"2014"	435	8938175	4.9
	"New Jersey"	"34"	"2015"	"2015"	513	8958013	5.7
	"New Jersey"	"34"	"2016"	"2016"	873	8944469	9.8
	"New Jersey"	"34"	"2017"	"2017"	1100	9005644	12.2
	"New Jersey"	"34"	"2018"	"2018"	1303	8908520	14.6
	"New Jersey"	"34"	"2019"	"2019"	1018	8882190	11.5
	"New Jersey"	"34"	"2020 "	"2020"	698	8882371	7.9
	"New Mexico"	"35"	"2010"	"2010"	22	2059179	1.1
	"New Mexico"	"35"	"2011"	"2011"	68	2082224	3.3
	"New Mexico"	"35"	"2012"	"2012"	105	2085538	5.0
	"New Mexico"	"35"	"2013"	"2013"	91	2085287	4.4
	"New Mexico"	"35"	"2014"	"2014"	146	2085572	7.0
	"New Mexico"	"35"	"2015"	"2015"	159	2085109	7.6
	"New Mexico"	"35"	"2016"	"2016"	169	2081015	8.1
	"New Mexico"	"35"	"2017"	"2017"	146	2088070	7.0
	"New Mexico"	"35"	"2018"	"2018"	135	2095428	6.4
	"New Mexico"	"35"	"2019"	"2019"	190	2096829	9.1
	"New Mexico"	"35"	"2020 "	"2020"	197	2106319	9.4
	"New York"	"36"	"2010"	"2010"	198	19378102	1.0
	"New York"	"36"	"2011"	"2011"	340	19465197	1.7
	"New York"	"36"	"2012"	"2012"	525	19570261	2.7
	"New York"	"36"	"2013"	"2013"	678	19651127	3.5
	"New York"	"36"	"2014"	"2014"	837	19746227	4.2
	"New York"	"36"	"2015"	"2015"	1072	19795791	5.4
	"New York"	"36"	"2016"	"2016"	1328	19745289	6.7
	"New York"	"36"	"2017"	"2017"	1373	19849399	6.9
	"New York"	"36"	"2018"	"2018"	1264	19542209	6.5
	"New York"	"36"	"2019"	"2019"	1163	19453561	6.0
	"New York"	"36"	"2020 "	"2020"	1287	19336776	6.7
	"North Carolina"	"37"	"2010"	"2010"	39	9535483	0.4
	"North Carolina"	"37"	"2011"	"2011"	83	9656401	0.9
	"North Carolina"	"37"	"2012"	"2012"	153	9752073	1.6
	"North Carolina"	"37"	"2013"	"2013"	190	9848060	1.9
	"North Carolina"	"37"	"2014"	"2014"	266	9943964	2.7
	"North Carolina"	"37"	"2015"	"2015"	394	10042802	3.9
	"North Carolina"	"37"	"2016"	"2016"	551	10146788	5.4
	"North Carolina"	"37"	"2017"	"2017"	539	10273419	5.2
	"North Carolina"	"37"	"2018"	"2018"	622	10383620	6.0
	"North Carolina"	"37"	"2019"	"2019"	591	10488084	5.6
	"North Carolina"	"37"	"2020 "	"2020"	536	10600823	5.1
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	Suppressed	739482	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	Suppressed	756927	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	12	757952	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	Suppressed	755393	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	Suppressed	760077	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	Suppressed	762062	Suppressed
	"North Dakota"	"38"	"2020 "	"2020"	11	765309	Unreliable
	"Ohio"	"39"	"2010"	"2010"	368	11536504	3.2
	"Ohio"	"39"	"2011"	"2011"	447	11544951	3.9
	"Ohio"	"39"	"2012"	"2012"	700	11544225	6.1
	"Ohio"	"39"	"2013"	"2013"	1010	11570808	8.7
	"Ohio"	"39"	"2014"	"2014"	1223	11594163	10.5
	"Ohio"	"39"	"2015"	"2015"	1458	11613423	12.6
	"Ohio"	"39"	"2016"	"2016"	1501	11614373	12.9
	"Ohio"	"39"	"2017"	"2017"	1021	11658609	8.8
	"Ohio"	"39"	"2018"	"2018"	730	11689442	6.2
	"Ohio"	"39"	"2019"	"2019"	534	11689100	4.6
	"Ohio"	"39"	"2020 "	"2020"	319	11693217	2.7
	"Oklahoma"	"40"	"2010"	"2010"	Suppressed	3751351	Suppressed
	"Oklahoma"	"40"	"2011"	"2011"	14	3791508	Unreliable
	"Oklahoma"	"40"	"2012"	"2012"	26	3814820	0.7
	"Oklahoma"	"40"	"2013"	"2013"	22	3850568	0.6
	"Oklahoma"	"40"	"2014"	"2014"	26	3878051	0.7
	"Oklahoma"	"40"	"2015"	"2015"	37	3911338	0.9
	"Oklahoma"	"40"	"2016"	"2016"	53	3923561	1.4
	"Oklahoma"	"40"	"2017"	"2017"	62	3930864	1.6
	"Oklahoma"	"40"	"2018"	"2018"	85	3943079	2.2
	"Oklahoma"	"40"	"2019"	"2019"	75	3956971	1.9
	"Oklahoma"	"40"	"2020 "	"2020"	87	3980783	2.2
	"Oregon"	"41"	"2010"	"2010"	81	3831074	2.1
	"Oregon"	"41"	"2011"	"2011"	133	3871859	3.4
	"Oregon"	"41"	"2012"	"2012"	132	3899353	3.4
	"Oregon"	"41"	"2013"	"2013"	106	3930065	2.7
	"Oregon"	"41"	"2014"	"2014"	124	3970239	3.1
	"Oregon"	"41"	"2015"	"2015"	103	4028977	2.6
	"Oregon"	"41"	"2016"	"2016"	117	4093465	2.9
	"Oregon"	"41"	"2017"	"2017"	125	4142776	3.0
	"Oregon"	"41"	"2018"	"2018"	156	4190713	3.7
	"Oregon"	"41"	"2019"	"2019"	150	4217737	3.6
	"Oregon"	"41"	"2020 "	"2020"	203	4241507	4.8
